CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Satisfaction.Score,Card.Type,Point.Earned
685,Germany,Male,30,3,90536.81,1,0,1,63082.88,Stayed,4,SILVER,347
589,Spain,Female,27,4,0,2,1,0,144181.48,Stayed,2,GOLD,908
785,France,Male,36,2,0,1,0,1,61811.1,Stayed,2,PLATINUM,607
579,Germany,Male,40,10,45408.85,2,1,0,18732.91,Stayed,5,PLATINUM,696
520,France,Female,29,8,95947.76,1,1,0,4696.44,Stayed,5,GOLD,617
611,France,Female,40,2,125879.29,1,1,0,93203.43,Stayed,4,PLATINUM,319
668,France,Male,46,0,0,2,0,0,29388.02,Stayed,1,PLATINUM,419
695,France,Female,42,0,0,2,0,1,140724.64,Stayed,1,PLATINUM,875
564,Spain,Female,24,6,149592.14,1,1,1,153771.8,Stayed,2,GOLD,301
807,Spain,Male,42,5,0,2,1,1,74900.9,Stayed,2,DIAMOND,791
716,France,Female,22,8,0,2,1,1,92606.98,Stayed,2,SILVER,655
459,Germany,Male,50,5,109387.9,1,1,0,155721.15,Stayed,3,PLATINUM,894
523,France,Male,22,8,123374.46,1,1,1,124906.59,Stayed,4,PLATINUM,862
660,France,Male,30,7,146301.31,1,0,0,96847.91,Stayed,1,PLATINUM,950
688,Spain,Female,46,8,155681.72,1,1,0,26287.21,Stayed,3,SILVER,984
601,Germany,Female,49,4,96252.98,2,1,0,104263.82,Stayed,4,GOLD,390
465,Germany,Male,24,6,156007.09,1,1,0,191368.37,Stayed,4,DIAMOND,865
564,Germany,Male,33,3,109341.87,1,1,0,75632.78,Stayed,5,SILVER,422
600,France,Female,26,6,108909.12,1,1,0,82547.01,Stayed,4,SILVER,804
823,France,Male,71,5,149105.08,1,0,1,162683.06,Stayed,5,PLATINUM,915
570,France,Male,23,2,0,1,0,0,198830.98,Stayed,4,DIAMOND,534
730,France,Female,22,9,65763.57,1,1,1,145792.01,Stayed,5,SILVER,447
710,France,Male,38,3,130588.82,1,1,1,154997.64,Stayed,4,GOLD,290
595,Germany,Female,41,2,138878.81,1,0,1,112269.67,Stayed,5,SILVER,530
639,France,Male,22,4,0,2,1,0,28188.96,Stayed,2,GOLD,416
778,France,Female,34,7,109564.1,1,0,1,113046.81,Stayed,2,PLATINUM,758
508,France,Female,41,5,0,2,1,1,94170.84,Stayed,3,PLATINUM,821
677,Spain,Female,35,0,0,2,0,0,76637.38,Stayed,4,SILVER,889
759,France,Female,31,1,109848.6,1,1,1,42012.55,Stayed,5,SILVER,299
571,France,Female,33,1,0,2,1,0,102750.7,Stayed,2,GOLD,722
704,France,Male,24,2,148197.15,2,1,0,182775.08,Stayed,1,PLATINUM,871
619,France,Female,28,3,0,2,1,0,53394.12,Stayed,3,PLATINUM,658
681,France,Female,37,7,69609.85,1,1,1,72127.83,Stayed,3,SILVER,395
498,Germany,Male,37,8,108432.88,2,1,1,14865.05,Stayed,3,DIAMOND,457
648,Spain,Male,35,7,0,2,1,1,78436.36,Stayed,2,SILVER,853
674,France,Female,31,1,0,1,1,0,128954.05,Stayed,2,SILVER,778
763,France,Female,35,7,115651.6,2,1,1,104706.29,Stayed,4,DIAMOND,231
650,France,Female,47,9,0,1,1,0,187943.6,Stayed,4,DIAMOND,600
678,France,Male,38,3,0,2,1,0,66561.6,Stayed,1,SILVER,331
544,France,Male,44,1,0,2,0,0,69244.24,Stayed,2,GOLD,926
501,France,Female,39,9,117301.66,1,0,0,182025.95,Stayed,5,SILVER,721
746,France,Male,25,9,0,2,0,1,88728.47,Stayed,3,SILVER,746
611,Spain,Female,28,3,96381.68,2,1,0,181419.29,Stayed,3,GOLD,855
512,France,Male,40,5,0,2,1,1,146457.83,Stayed,3,DIAMOND,435
598,France,Male,35,8,114212.6,1,1,1,74322.85,Stayed,2,PLATINUM,629
678,Germany,Female,40,8,128644.46,1,0,0,167673.37,Stayed,2,GOLD,751
519,France,Male,36,9,0,2,0,1,145562.4,Stayed,2,PLATINUM,833
662,France,Male,38,0,105271.56,1,0,1,179833.45,Stayed,1,GOLD,539
625,Spain,Female,49,2,80816.45,1,1,1,20018.79,Stayed,1,PLATINUM,677
822,France,Male,50,7,0,2,1,1,10062.8,Stayed,2,SILVER,206
641,France,Male,37,6,0,2,1,0,45309.24,Stayed,5,DIAMOND,940
812,France,Male,44,4,115049.15,2,1,0,165038.41,Stayed,2,DIAMOND,223
850,France,Female,36,0,164850.54,1,1,1,62722.44,Stayed,1,PLATINUM,377
729,Germany,Female,42,4,97495.8,2,0,0,2002.5,Stayed,3,GOLD,583
790,Germany,Female,25,5,152885.77,1,1,0,58214.79,Stayed,4,SILVER,938
494,France,Male,30,3,85704.95,1,0,1,27886.06,Stayed,2,PLATINUM,520
695,Spain,Male,46,3,122549.64,1,1,1,56297.85,Stayed,3,SILVER,520
654,France,Male,29,4,132954.64,1,1,1,146715.07,Stayed,3,SILVER,810
584,Spain,Female,29,4,0,2,1,0,88866.92,Stayed,3,DIAMOND,781
537,France,Male,47,10,0,2,0,1,25482.62,Stayed,1,PLATINUM,677
661,France,Male,35,5,0,1,1,0,155394.52,Stayed,1,GOLD,698
696,Spain,Male,60,8,88786.81,1,1,1,196858.4,Stayed,1,PLATINUM,628
719,France,Male,69,3,0,2,1,1,58320.06,Stayed,4,SILVER,489
613,France,Female,24,7,140453.91,1,1,0,129001.3,Stayed,2,DIAMOND,245
678,Germany,Male,48,2,101099.9,2,0,1,193476.04,Stayed,1,PLATINUM,788
784,Germany,Male,28,2,109960.06,2,1,1,170829.87,Stayed,2,DIAMOND,797
620,Germany,Female,25,1,137712.01,1,1,1,76197.05,Stayed,5,GOLD,631
645,France,Female,55,7,0,2,1,1,18369.33,Stayed,2,GOLD,971
537,France,Male,38,3,0,2,0,0,141023.01,Stayed,3,GOLD,412
822,France,Male,37,3,105563,1,1,0,182624.93,Stayed,5,DIAMOND,463
706,France,Male,35,5,0,2,1,1,81718.37,Stayed,2,SILVER,712
686,France,Male,25,1,0,2,0,1,16459.37,Stayed,1,DIAMOND,578
645,France,Male,41,7,0,1,0,1,28667.56,Stayed,1,SILVER,892
422,France,Male,54,3,140014.42,1,0,1,86350.97,Stayed,2,SILVER,844
751,France,Male,29,10,147737.63,1,0,1,94951.27,Stayed,4,PLATINUM,298
529,France,Female,27,1,0,2,1,1,37769.98,Stayed,5,PLATINUM,333
796,Germany,Male,40,2,113228.38,2,1,1,46415.09,Stayed,1,PLATINUM,233
665,France,Female,38,5,0,2,1,0,156439.56,Stayed,4,PLATINUM,837
624,Spain,Male,33,6,66220.17,1,0,1,170819.01,Stayed,5,GOLD,413
628,France,Female,45,8,0,2,1,0,193903.06,Stayed,2,DIAMOND,684
596,Spain,Male,60,7,121907.97,1,0,1,30314.04,Stayed,5,GOLD,774
539,France,Male,39,6,0,2,1,1,86767.48,Stayed,5,PLATINUM,315
603,Spain,Male,46,2,0,2,1,0,174478.54,Stayed,1,DIAMOND,393
592,France,Male,28,2,116498.22,1,1,0,144290.25,Stayed,4,DIAMOND,238
805,Germany,Female,33,3,105663.56,2,0,1,33330.89,Stayed,3,SILVER,709
605,Spain,Male,33,5,150092.8,1,0,0,71862.79,Stayed,3,DIAMOND,509
720,Germany,Female,37,8,156282.79,1,1,0,45985.52,Stayed,1,GOLD,390
752,Germany,Male,32,9,115587.49,2,0,1,101677.46,Stayed,5,DIAMOND,722
780,Spain,Female,33,6,145580.61,1,1,1,154598.56,Stayed,4,GOLD,610
767,France,Female,42,2,133616.39,1,1,0,28615.8,Stayed,5,PLATINUM,584
660,Germany,Male,28,1,118402.25,2,1,0,14288.93,Stayed,1,PLATINUM,965
647,France,Male,35,4,123761.68,1,1,0,83910.4,Stayed,4,PLATINUM,713
597,France,Female,33,6,135703.59,2,0,0,74850.84,Stayed,3,SILVER,438
729,Germany,Male,36,8,152899.24,2,1,0,177130.33,Stayed,4,SILVER,625
705,Germany,Male,41,4,72252.64,2,1,1,142514.66,Stayed,2,GOLD,710
597,France,Male,61,5,0,2,1,1,81299.17,Stayed,1,GOLD,567
599,France,Male,27,5,0,2,1,0,30546.4,Stayed,3,SILVER,259
579,Spain,Female,39,2,151963.26,2,1,0,158948.63,Stayed,1,PLATINUM,393
526,Germany,Male,34,3,122726.56,1,1,1,46772.36,Stayed,1,PLATINUM,429
710,Spain,Female,28,6,0,1,1,0,48426.98,Stayed,3,GOLD,406
718,France,Male,29,2,0,1,1,0,126336.72,Stayed,1,GOLD,422
625,France,Male,43,4,122351.29,1,1,0,71216.6,Stayed,4,GOLD,936
777,Germany,Female,46,0,107362.8,1,1,0,487.3,Stayed,1,SILVER,258
604,France,Male,40,1,84315.02,1,0,0,36209.1,Stayed,3,PLATINUM,885
745,Spain,Male,40,3,88466.82,1,0,0,116331.42,Stayed,4,SILVER,645
751,Spain,Male,38,7,0,2,0,0,90839.61,Stayed,3,PLATINUM,654
721,Germany,Female,36,3,65253.07,2,1,0,28737.78,Stayed,5,SILVER,751
726,France,Male,34,3,0,2,1,0,196288.46,Stayed,3,PLATINUM,544
629,Spain,Male,34,6,0,2,1,0,190347.72,Stayed,3,DIAMOND,741
718,France,Female,31,0,118100.59,2,1,0,103165.15,Stayed,4,GOLD,870
628,France,Male,37,0,0,2,1,1,171707.93,Stayed,4,GOLD,668
657,France,Male,33,1,84309.57,2,0,0,103914.4,Stayed,2,SILVER,772
700,Spain,Male,28,8,159900.38,1,0,0,22698.56,Stayed,1,GOLD,227
633,France,Male,31,1,0,1,1,0,48606.71,Stayed,3,GOLD,804
439,France,Male,28,7,110976.23,2,1,0,138526.96,Stayed,4,PLATINUM,566
729,Spain,Male,44,4,107726.93,2,1,0,153064.87,Stayed,5,SILVER,456
687,France,Male,38,9,122570.87,1,1,1,35608.88,Stayed,4,DIAMOND,595
554,Spain,Female,27,4,0,2,1,1,135083.73,Stayed,5,SILVER,738
798,France,Male,32,7,0,2,0,1,37731.95,Stayed,4,GOLD,856
528,France,Male,31,6,102016.72,2,0,0,80181.12,Stayed,3,GOLD,264
767,Germany,Female,33,1,144753.21,1,1,1,132480.75,Stayed,1,GOLD,541
654,France,Male,37,6,83568.55,1,1,0,47046.72,Stayed,3,GOLD,752
618,Germany,Male,42,8,153572.31,2,1,1,76679.6,Stayed,3,DIAMOND,594
493,France,Male,36,9,0,2,1,1,65816.53,Stayed,4,SILVER,293
601,France,Male,44,3,0,2,1,0,30607.11,Stayed,4,SILVER,319
609,Spain,Female,45,4,89122.3,1,1,1,199256.98,Stayed,3,DIAMOND,573
579,Spain,Male,33,1,0,2,1,1,54816.57,Stayed,3,SILVER,528
492,France,Female,31,7,0,2,1,1,49463.44,Stayed,2,SILVER,783
623,Spain,Male,44,1,83325.77,1,0,1,80828.78,Stayed,1,DIAMOND,525
684,Spain,Female,36,4,0,1,1,0,117038.96,Stayed,1,SILVER,718
827,France,Female,60,2,0,2,0,1,60615.83,Stayed,3,DIAMOND,750
620,France,Female,42,1,0,2,0,1,65565.92,Stayed,2,PLATINUM,615
670,France,Male,36,7,0,2,0,0,59571.5,Stayed,2,DIAMOND,871
528,France,Female,26,10,102073.67,2,0,0,166799.93,Stayed,4,SILVER,370
655,Spain,Female,56,5,0,2,1,1,41782.7,Stayed,2,PLATINUM,979
507,France,Male,42,6,0,2,1,0,34777.23,Stayed,1,DIAMOND,487
731,Spain,Male,42,9,101043.63,1,1,1,192175.52,Stayed,4,PLATINUM,882
782,France,Male,36,1,148795.17,2,1,1,195681.43,Stayed,1,DIAMOND,615
711,Germany,Female,53,5,123805.03,1,1,0,102428.51,Stayed,5,GOLD,806
640,France,Male,40,8,110340.68,1,1,1,157886.6,Stayed,4,DIAMOND,778
636,France,Male,31,6,0,2,1,1,2382.61,Stayed,3,SILVER,875
586,France,Male,51,2,138553.57,1,1,1,92406.22,Stayed,4,DIAMOND,832
821,Germany,Female,31,2,68927.57,1,1,1,25445,Stayed,4,GOLD,369
583,Germany,Female,32,7,94753.55,2,1,1,18149.03,Stayed,5,SILVER,356
554,Spain,Male,37,3,0,2,1,0,166177.3,Stayed,1,GOLD,612
683,Spain,Female,24,8,98567.1,1,1,0,187987.01,Stayed,1,SILVER,987
771,France,Female,66,7,143773.07,1,1,1,130827.88,Stayed,2,DIAMOND,625
513,Germany,Female,49,5,171601.27,1,1,0,126223.84,Stayed,3,PLATINUM,844
655,France,Male,44,8,87471.63,1,0,1,188593.98,Stayed,4,SILVER,712
687,Spain,Male,35,3,0,2,1,1,176450.19,Stayed,2,SILVER,508
464,France,Female,33,10,147493.7,2,1,0,100447.53,Stayed,4,DIAMOND,801
500,Germany,Male,44,9,160838.13,2,1,0,196261.64,Stayed,2,SILVER,978
695,Spain,Female,31,8,0,2,0,1,131644.41,Stayed,5,DIAMOND,941
809,Germany,Male,33,8,148055.74,1,0,0,199203.21,Stayed,1,PLATINUM,981
650,Spain,Male,41,9,0,2,0,1,191599.67,Stayed,4,PLATINUM,693
768,France,Female,40,8,0,2,0,1,69080.46,Stayed,5,GOLD,334
701,Spain,Male,35,10,159693.9,2,1,1,71173.64,Stayed,3,DIAMOND,752
748,Spain,Male,35,5,105492.53,1,1,1,150057.2,Stayed,4,GOLD,811
599,France,Male,44,10,118577.24,1,1,1,31448.52,Stayed,2,SILVER,785
683,Spain,Male,40,8,0,1,1,0,75848.22,Stayed,4,PLATINUM,221
617,Spain,Male,38,7,0,1,1,1,27239.28,Stayed,1,DIAMOND,743
566,France,Female,21,3,0,2,1,1,3626.47,Stayed,4,DIAMOND,541
620,France,Male,37,0,107548.94,1,1,0,71175.94,Stayed,5,GOLD,319
562,Germany,Male,31,4,127237.25,2,0,1,143317.42,Stayed,4,DIAMOND,938
501,France,Male,35,6,99760.84,1,1,1,13591.52,Stayed,1,SILVER,310
720,Germany,Male,23,0,187861.18,2,1,1,104120.17,Stayed,4,GOLD,664
584,Spain,Male,32,9,85534.83,1,0,0,169137.24,Stayed,5,PLATINUM,226
694,France,Male,30,10,144684.03,1,1,1,31805.49,Stayed,5,DIAMOND,412
438,France,Male,60,7,78391.17,1,0,1,49424.6,Stayed,4,GOLD,262
760,Spain,Male,38,3,91241.85,1,0,1,80682.35,Stayed,5,GOLD,840
520,France,Male,33,4,156297.58,2,1,1,166102.61,Stayed,1,DIAMOND,477
754,Germany,Male,35,6,98585.94,2,0,1,106116.84,Stayed,3,PLATINUM,765
721,France,Male,69,2,108424.19,1,1,1,178418.35,Stayed,1,PLATINUM,260
789,Germany,Female,43,9,116644.29,2,1,1,60176.1,Stayed,3,SILVER,642
673,France,Male,39,7,82255.51,2,1,0,109545.56,Stayed,4,PLATINUM,984
799,Germany,Male,28,7,167658.33,2,1,1,111138.25,Stayed,5,DIAMOND,938
731,France,Female,41,9,152243.57,1,1,1,88783.59,Stayed,4,PLATINUM,291
512,France,Male,36,0,129804.17,1,1,0,53020.9,Stayed,2,PLATINUM,349
510,Germany,Female,50,7,123936.54,1,1,1,23768.01,Stayed,5,DIAMOND,769
608,Germany,Male,28,4,96679.71,1,1,1,49133.45,Stayed,3,PLATINUM,988
707,France,Male,33,2,0,2,0,0,130866.95,Stayed,4,GOLD,993
637,Germany,Female,27,7,135842.89,1,1,1,101418.05,Stayed,3,DIAMOND,483
585,Germany,Male,37,6,152496.82,1,1,1,99907.29,Stayed,3,SILVER,405
711,France,Male,64,4,0,2,1,1,3185.67,Stayed,1,GOLD,949
627,France,Male,27,1,62092.9,1,1,1,105887.04,Stayed,4,DIAMOND,470
625,Germany,Male,42,6,100047.33,1,1,0,93429.95,Stayed,4,GOLD,431
670,Spain,Male,67,6,158719.57,1,1,1,118607.4,Stayed,3,SILVER,392
618,Germany,Female,29,10,100315.1,2,1,1,32526.64,Stayed,1,SILVER,812
611,France,Female,40,8,100812.33,2,1,0,147358.27,Stayed,2,DIAMOND,927
500,France,Female,34,4,0,2,1,0,12833.96,Stayed,2,DIAMOND,747
472,France,Female,37,1,0,2,1,1,48357.9,Stayed,3,SILVER,793
730,France,Male,34,1,0,2,1,1,126592.01,Stayed,3,DIAMOND,865
660,France,Female,32,0,114668.89,1,1,0,84605,Stayed,4,PLATINUM,458
632,Germany,Female,41,3,81877.38,1,1,1,33642.21,Stayed,3,SILVER,532
521,Germany,Female,40,9,134504.78,1,1,0,18082.06,Stayed,5,PLATINUM,257
697,Germany,Female,74,3,108071.36,2,1,1,16445.79,Stayed,3,DIAMOND,525
590,Germany,Female,40,2,117641.43,2,0,0,92198.05,Stayed,5,DIAMOND,574
753,Germany,Male,32,5,159904.79,1,1,0,148811.14,Stayed,1,GOLD,767
588,Spain,Male,32,3,109109.33,1,0,1,4993.94,Stayed,3,GOLD,447
821,France,Male,28,2,0,2,1,0,46072.52,Stayed,2,DIAMOND,544
676,France,Male,31,3,78990.15,1,1,1,124777.14,Stayed,1,SILVER,225
644,France,Male,28,7,155060.41,1,1,0,29179.52,Stayed,5,DIAMOND,715
690,France,Male,36,7,101583.11,2,1,0,123775.15,Stayed,2,DIAMOND,423
633,France,Male,35,10,0,2,1,0,65675.47,Stayed,1,DIAMOND,898
689,France,Female,29,1,77556.79,2,1,1,122998.26,Stayed,2,SILVER,693
732,Spain,Male,54,0,134249.7,1,0,1,13404.4,Stayed,4,PLATINUM,304
696,France,Female,31,8,0,2,0,0,191074.11,Stayed,4,SILVER,665
748,Spain,Male,39,3,0,2,1,1,123998.52,Stayed,2,PLATINUM,511
563,France,Male,30,7,90727.79,1,1,0,122268.75,Stayed,2,SILVER,599
610,France,Male,36,4,129440.3,2,1,0,102638.35,Stayed,4,PLATINUM,975
715,France,Female,31,2,112212.14,2,1,1,181600.72,Stayed,5,PLATINUM,641
672,France,Male,31,6,91125.75,1,1,0,177295.92,Stayed,4,DIAMOND,597
666,France,Female,41,10,141162.08,1,1,0,50908.48,Stayed,2,SILVER,510
574,France,Female,34,7,152992.91,1,1,1,134691.2,Stayed,5,DIAMOND,705
535,Spain,Male,37,3,175534.78,2,1,1,9241.52,Stayed,5,DIAMOND,316
610,France,Female,25,2,0,2,1,0,123723.83,Stayed,3,SILVER,923
705,Germany,Male,44,3,105934.96,1,1,0,82463.69,Stayed,3,PLATINUM,351
764,Spain,Male,29,5,0,2,1,0,65868.28,Stayed,4,DIAMOND,275
589,France,Female,21,3,0,2,0,1,55601.44,Stayed,1,SILVER,427
622,Germany,Male,33,3,96926.12,2,1,0,48553.77,Stayed,2,PLATINUM,776
569,France,Female,43,7,0,2,1,1,77703.19,Stayed,2,SILVER,271
795,Spain,Male,35,8,0,2,1,0,167155.36,Stayed,2,DIAMOND,708
686,Spain,Male,22,5,0,2,1,0,158974.45,Stayed,2,SILVER,968
846,France,Female,38,5,0,1,1,1,187616.16,Stayed,3,PLATINUM,225
658,Germany,Male,29,5,75395.53,2,0,1,54914.92,Stayed,4,PLATINUM,298
634,France,Male,34,8,105302.66,1,1,1,123164.97,Stayed,1,DIAMOND,378
748,France,Female,34,8,0,2,1,0,53584.03,Stayed,4,GOLD,932
756,France,Male,31,10,122647.32,1,0,0,61666.87,Stayed,1,GOLD,280
672,France,Male,39,2,0,2,1,0,87372.49,Stayed,3,DIAMOND,425
755,France,Female,28,7,124540.28,1,0,1,188850.89,Stayed,3,GOLD,691
672,France,Male,34,9,0,2,1,0,161800.77,Stayed,3,GOLD,239
606,Spain,Female,46,8,0,2,1,1,183717.94,Stayed,2,DIAMOND,939
833,France,Male,30,1,0,2,1,0,141860.62,Stayed,5,DIAMOND,380
627,France,Male,32,10,0,2,1,0,103287.62,Stayed,4,DIAMOND,534
602,France,Male,59,7,0,2,1,1,162347.05,Stayed,3,SILVER,280
761,Germany,Female,38,1,120530.13,2,1,0,109394.62,Stayed,2,GOLD,815
717,France,Male,28,4,128206.79,1,1,1,54272.12,Stayed,1,SILVER,931
701,Spain,Female,34,6,107980.37,1,1,1,119374.74,Stayed,3,PLATINUM,563
653,France,Female,42,1,0,2,1,1,5768.32,Stayed,2,SILVER,397
850,France,Male,46,9,117640.39,1,1,0,88920.68,Stayed,2,PLATINUM,935
633,Spain,Male,33,4,137847.41,2,1,0,98349.13,Stayed,1,DIAMOND,836
607,Germany,Male,36,10,106702.94,2,0,0,198313.69,Stayed,1,SILVER,519
756,Germany,Female,34,2,148200.72,1,0,0,194584.48,Stayed,3,SILVER,851
695,France,Male,46,7,49512.55,1,1,0,133007.34,Stayed,3,DIAMOND,310
628,France,Male,31,0,88421.81,1,0,0,72350.47,Stayed,2,SILVER,800
690,Spain,Female,48,2,0,2,1,1,3149.1,Stayed,3,GOLD,712
707,France,Male,32,9,0,2,0,0,30807.02,Stayed,4,DIAMOND,263
664,France,Male,32,10,107209.73,1,1,1,112340.2,Stayed,2,DIAMOND,739
516,Spain,Female,27,1,0,1,0,1,112311.15,Stayed,3,PLATINUM,638
548,Germany,Female,36,2,108913.84,2,1,1,140460.01,Stayed,4,SILVER,800
481,France,Female,34,5,0,2,1,1,125253.46,Stayed,4,PLATINUM,848
642,France,Male,40,1,154863.15,1,1,1,138052.51,Stayed,4,SILVER,716
814,Germany,Male,29,1,131968.57,2,1,1,147693.92,Stayed,2,PLATINUM,545
548,France,Female,35,10,0,1,1,1,31299.71,Stayed,5,SILVER,638
637,France,Female,33,7,103377.81,1,1,0,84419.78,Stayed,1,SILVER,449
729,France,Male,34,3,152303.8,1,1,0,12128.69,Stayed,2,PLATINUM,980
654,France,Male,47,10,0,2,1,0,170481.98,Stayed,1,PLATINUM,584
778,Germany,Female,45,1,162150.42,2,1,0,174531.27,Stayed,2,DIAMOND,250
640,Spain,Male,39,3,0,1,1,1,105997.25,Stayed,1,SILVER,540
627,France,Male,33,5,0,2,1,1,103737.82,Stayed,4,PLATINUM,499
473,Germany,Female,35,7,131504.73,1,1,0,189560.43,Stayed,5,DIAMOND,852
850,Germany,Male,53,2,94078.97,2,1,0,36980.54,Stayed,4,GOLD,325
716,France,Female,29,6,0,2,1,1,98998.61,Stayed,2,DIAMOND,545
662,France,Male,31,3,0,2,0,1,27731.05,Stayed,2,SILVER,241
676,France,Female,43,2,0,1,1,1,55119.53,Stayed,1,PLATINUM,679
637,France,Male,33,2,145731.83,1,0,1,109219.43,Stayed,4,SILVER,721
809,Spain,Female,33,3,0,2,0,1,141426.78,Stayed,5,GOLD,627
611,France,Male,30,9,0,2,1,1,148887.69,Stayed,4,GOLD,973
472,France,Male,31,4,58662.92,2,0,1,73322,Stayed,1,GOLD,437
494,France,Male,28,9,114731.76,2,0,1,79479.74,Stayed,1,PLATINUM,261
528,Germany,Male,22,5,93547.23,2,0,1,961.57,Stayed,4,DIAMOND,525
737,France,Female,32,7,128551.36,2,0,1,189402.71,Stayed,2,GOLD,314
413,Spain,Male,35,2,0,2,1,1,60972.84,Stayed,1,GOLD,541
586,France,Male,33,9,0,1,1,0,6975.02,Stayed,5,DIAMOND,871
850,France,Male,56,7,131317.48,1,1,1,119175.45,Stayed,3,SILVER,657
757,France,Male,28,3,75381.15,1,1,1,199727.72,Stayed,5,GOLD,378
645,France,Female,40,3,129596.77,1,1,1,103232.6,Stayed,4,SILVER,897
523,Germany,Male,35,8,138782.76,1,1,1,186118.93,Stayed,4,DIAMOND,249
670,Spain,Male,43,1,97792.21,1,0,0,120225.62,Stayed,4,SILVER,701
766,Germany,Female,45,6,97652.96,1,1,0,127332.33,Stayed,2,DIAMOND,883
554,France,Male,44,7,85304.27,1,1,1,58076.52,Stayed,4,GOLD,895
739,France,Female,27,6,0,1,1,1,57572.38,Stayed,2,SILVER,746
568,Germany,Male,26,1,112930.28,2,1,0,22095.73,Stayed,5,GOLD,438
509,Spain,Male,38,2,0,1,0,0,168460.12,Stayed,2,GOLD,450
520,Germany,Male,32,5,110029.77,1,1,0,56246.69,Stayed,4,DIAMOND,483
591,France,Female,33,4,113743.37,1,1,0,124625.08,Stayed,2,SILVER,947
763,Spain,Male,37,8,0,2,1,1,933.38,Stayed,1,DIAMOND,560
572,Spain,Male,23,2,126873.52,1,0,1,67040.12,Stayed,4,GOLD,628
705,Germany,Female,40,3,92889.91,1,1,1,109496.69,Stayed,1,PLATINUM,451
661,Spain,Male,38,7,143006.7,1,1,1,15650.89,Stayed,2,SILVER,689
506,Spain,Male,50,3,0,2,1,0,12016.79,Stayed,3,DIAMOND,295
569,France,Female,44,4,0,2,0,0,134394.78,Stayed,1,SILVER,592
583,France,Male,38,8,0,1,1,0,47848.56,Stayed,1,PLATINUM,414
656,France,Male,39,10,0,2,1,1,98894.64,Stayed,1,SILVER,259
598,Spain,Male,34,0,104488.17,1,0,1,43249.67,Stayed,5,SILVER,547
667,Germany,Male,70,3,77356.92,2,1,1,20881.96,Stayed,2,GOLD,681
608,Germany,Female,38,8,103653.51,2,1,1,137079.86,Stayed,3,SILVER,843
687,France,Male,35,9,0,2,0,1,73133.82,Stayed,5,PLATINUM,900
709,France,Female,36,8,0,2,1,1,69676.55,Stayed,3,PLATINUM,829
457,Germany,Male,42,4,126772.57,1,0,1,126106.4,Stayed,3,DIAMOND,322
850,France,Female,34,9,92899.27,2,1,0,97465.89,Stayed,4,SILVER,783
657,France,Female,37,2,0,2,1,1,7667.48,Stayed,2,DIAMOND,398
681,France,Male,32,3,148884.47,2,1,1,90967.37,Stayed,5,DIAMOND,300
647,Spain,Female,64,1,91216,1,1,1,41800.18,Stayed,1,DIAMOND,402
606,Germany,Female,32,1,106301.85,2,0,1,59061.25,Stayed,3,GOLD,469
668,Spain,Male,25,8,0,2,1,1,135112.09,Stayed,2,SILVER,765
596,Spain,Male,36,2,0,2,0,1,125557.95,Stayed,4,SILVER,867
572,France,Female,30,6,0,1,0,1,175025.27,Stayed,3,SILVER,468
622,France,Female,31,1,89688.94,1,1,1,152305.47,Stayed,2,GOLD,588
547,France,Female,35,4,0,1,1,1,133287.73,Stayed,1,GOLD,305
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,Stayed,4,DIAMOND,578
850,Spain,Male,22,2,0,2,1,1,9684.52,Stayed,1,GOLD,793
606,Germany,Male,45,5,63832.43,1,1,1,93707.8,Stayed,5,SILVER,940
607,Germany,Male,47,4,148826.32,1,1,1,79450.61,Stayed,5,GOLD,837
586,France,Female,38,2,0,2,1,0,87168.46,Stayed,2,SILVER,650
613,France,Male,42,7,115076.06,1,1,1,79323.61,Stayed,1,SILVER,589
597,Germany,Male,52,8,83693.34,2,1,1,161083.53,Stayed,3,GOLD,603
749,France,Female,35,3,0,3,1,1,132649.85,Stayed,3,SILVER,574
668,France,Male,28,4,107141.27,1,1,0,193018.71,Stayed,5,PLATINUM,898
620,Spain,Male,44,8,0,2,1,1,15627.51,Stayed,5,DIAMOND,940
637,France,Male,32,3,0,2,1,1,197827.06,Stayed,5,SILVER,704
827,Spain,Male,46,1,183276.32,1,1,1,13460.27,Stayed,4,DIAMOND,511
768,Germany,Female,43,2,129264.05,2,0,0,19150.14,Stayed,3,SILVER,343
679,Germany,Female,34,7,121063.85,1,1,0,56984.58,Stayed,1,GOLD,564
569,France,Male,35,10,124525.52,1,1,1,193793.78,Stayed,5,PLATINUM,693
662,Spain,Male,38,4,0,2,1,0,136259.65,Stayed,5,GOLD,248
603,France,Male,31,1,129743.75,1,1,0,109145.2,Stayed,1,PLATINUM,664
640,France,Female,29,4,0,2,1,0,44904.26,Stayed,3,GOLD,758
591,Spain,Male,30,8,124857.69,2,0,0,50485.7,Stayed,2,DIAMOND,650
507,France,Female,29,4,89349.47,2,0,0,180626.68,Stayed,3,GOLD,889
771,Spain,Female,41,5,0,2,0,1,92914.67,Stayed,2,DIAMOND,958
658,France,Male,29,4,80262.6,1,1,1,20612.82,Stayed,2,GOLD,420
553,Spain,Male,42,7,0,2,1,0,7680.23,Stayed,3,SILVER,869
